web-scraper-order,web-scraper-start-url,PokeID,Name,Total,HitPts,PhysAtk,PhysDef,SpecAtk,SpecDef,Speed
"1707414551-1098","https://pokemondb.net/pokedex/all","0922","Pawmo","350","60","75","40","50","40","85"
"1707414551-1099","https://pokemondb.net/pokedex/all","0923","Pawmot","490","70","115","70","70","60","105"
"1707414551-1100","https://pokemondb.net/pokedex/all","0924","Tandemaus","305","50","50","45","40","45","75"
"1707414551-1101","https://pokemondb.net/pokedex/all","0925","Maushold
 Family of Four","470","74","75","70","65","75","111"
"1707414551-1102","https://pokemondb.net/pokedex/all","0925","Maushold
 Family of Three","470","74","75","70","65","75","111"
"1707414551-1103","https://pokemondb.net/pokedex/all","0926","Fidough","312","37","55","70","30","55","65"
"1707414551-1104","https://pokemondb.net/pokedex/all","0927","Dachsbun","477","57","80","115","50","80","95"
"1707414551-1105","https://pokemondb.net/pokedex/all","0928","Smoliv","260","41","35","45","58","51","30"
"1707414551-1106","https://pokemondb.net/pokedex/all","0929","Dolliv","354","52","53","60","78","78","33"
"1707414551-1107","https://pokemondb.net/pokedex/all","0930","Arboliva","510","78","69","90","125","109","39"
"1707414551-1108","https://pokemondb.net/pokedex/all","0931","Squawkabilly
 Green Plumage","417","82","96","51","45","51","92"
"1707414551-1109","https://pokemondb.net/pokedex/all","0931","Squawkabilly
 Blue Plumage","417","82","96","51","45","51","92"
"1707414551-1110","https://pokemondb.net/pokedex/all","0931","Squawkabilly
 Yellow Plumage","417","82","96","51","45","51","92"
"1707414551-1111","https://pokemondb.net/pokedex/all","0931","Squawkabilly
 White Plumage","417","82","96","51","45","51","92"
"1707414551-1112","https://pokemondb.net/pokedex/all","0932","Nacli","280","55","55","75","35","35","25"
"1707414551-1113","https://pokemondb.net/pokedex/all","0933","Naclstack","355","60","60","100","35","65","35"
"1707414551-1114","https://pokemondb.net/pokedex/all","0934","Garganacl","500","100","100","130","45","90","35"
"1707414551-1115","https://pokemondb.net/pokedex/all","0935","Charcadet","255","40","50","40","50","40","35"
"1707414551-1116","https://pokemondb.net/pokedex/all","0936","Armarouge","525","85","60","100","125","80","75"
"1707414551-1117","https://pokemondb.net/pokedex/all","0937","Ceruledge","525","75","125","80","60","100","85"
"1707414551-1118","https://pokemondb.net/pokedex/all","0938","Tadbulb","272","61","31","41","59","35","45"
"1707414551-1119","https://pokemondb.net/pokedex/all","0939","Bellibolt","495","109","64","91","103","83","45"
"1707414551-1120","https://pokemondb.net/pokedex/all","0940","Wattrel","280","40","40","35","55","40","70"
"1707414551-1121","https://pokemondb.net/pokedex/all","0941","Kilowattrel","490","70","70","60","105","60","125"
"1707414551-1122","https://pokemondb.net/pokedex/all","0942","Maschiff","340","60","78","60","40","51","51"
"1707414551-1123","https://pokemondb.net/pokedex/all","0943","Mabosstiff","505","80","120","90","60","70","85"
"1707414551-1124","https://pokemondb.net/pokedex/all","0944","Shroodle","290","40","65","35","40","35","75"
"1707414551-1125","https://pokemondb.net/pokedex/all","0945","Grafaiai","485","63","95","65","80","72","110"
"1707414551-1126","https://pokemondb.net/pokedex/all","0946","Bramblin","275","40","65","30","45","35","60"
"1707414551-1127","https://pokemondb.net/pokedex/all","0947","Brambleghast","480","55","115","70","80","70","90"
"1707414551-1128","https://pokemondb.net/pokedex/all","0948","Toedscool","335","40","40","35","50","100","70"
"1707414551-1129","https://pokemondb.net/pokedex/all","0949","Toedscruel","515","80","70","65","80","120","100"
"1707414551-1130","https://pokemondb.net/pokedex/all","0950","Klawf","450","70","100","115","35","55","75"
"1707414551-1131","https://pokemondb.net/pokedex/all","0951","Capsakid","304","50","62","40","62","40","50"
"1707414551-1132","https://pokemondb.net/pokedex/all","0952","Scovillain","486","65","108","65","108","65","75"
"1707414551-1133","https://pokemondb.net/pokedex/all","0953","Rellor","270","41","50","60","31","58","30"
"1707414551-1134","https://pokemondb.net/pokedex/all","0954","Rabsca","470","75","50","85","115","100","45"
"1707414551-1135","https://pokemondb.net/pokedex/all","0955","Flittle","255","30","35","30","55","30","75"
"1707414551-1136","https://pokemondb.net/pokedex/all","0956","Espathra","481","95","60","60","101","60","105"
"1707414551-1137","https://pokemondb.net/pokedex/all","0957","Tinkatink","297","50","45","45","35","64","58"
"1707414551-1138","https://pokemondb.net/pokedex/all","0958","Tinkatuff","380","65","55","55","45","82","78"
"1707414551-1139","https://pokemondb.net/pokedex/all","0959","Tinkaton","506","85","75","77","70","105","94"
"1707414551-1140","https://pokemondb.net/pokedex/all","0960","Wiglett","245","10","55","25","35","25","95"
"1707414551-1141","https://pokemondb.net/pokedex/all","0961","Wugtrio","425","35","100","50","50","70","120"
"1707414551-1142","https://pokemondb.net/pokedex/all","0962","Bombirdier","485","70","103","85","60","85","82"
"1707414551-1143","https://pokemondb.net/pokedex/all","0963","Finizen","315","70","45","40","45","40","75"
"1707414551-1144","https://pokemondb.net/pokedex/all","0964","Palafin
 Zero Form","457","100","70","72","53","62","100"
"1707414551-1145","https://pokemondb.net/pokedex/all","0964","Palafin
 Hero Form","650","100","160","97","106","87","100"
"1707414551-1146","https://pokemondb.net/pokedex/all","0965","Varoom","300","45","70","63","30","45","47"
"1707414551-1147","https://pokemondb.net/pokedex/all","0966","Revavroom","500","80","119","90","54","67","90"
"1707414551-1148","https://pokemondb.net/pokedex/all","0967","Cyclizar","501","70","95","65","85","65","121"
"1707414551-1149","https://pokemondb.net/pokedex/all","0968","Orthworm","480","70","85","145","60","55","65"
"1707414551-1150","https://pokemondb.net/pokedex/all","0969","Glimmet","350","48","35","42","105","60","60"
"1707414551-1151","https://pokemondb.net/pokedex/all","0970","Glimmora","525","83","55","90","130","81","86"
"1707414551-1152","https://pokemondb.net/pokedex/all","0971","Greavard","290","50","61","60","30","55","34"
"1707414551-1153","https://pokemondb.net/pokedex/all","0972","Houndstone","488","72","101","100","50","97","68"
"1707414551-1154","https://pokemondb.net/pokedex/all","0973","Flamigo","500","82","115","74","75","64","90"
"1707414551-1155","https://pokemondb.net/pokedex/all","0974","Cetoddle","334","108","68","45","30","40","43"
"1707414551-1156","https://pokemondb.net/pokedex/all","0975","Cetitan","521","170","113","65","45","55","73"
"1707414551-1157","https://pokemondb.net/pokedex/all","0976","Veluza","478","90","102","73","78","65","70"
"1707414551-1158","https://pokemondb.net/pokedex/all","0977","Dondozo","530","150","100","115","65","65","35"
"1707414551-1159","https://pokemondb.net/pokedex/all","0978","Tatsugiri
 Curly Form","475","68","50","60","120","95","82"
"1707414551-1160","https://pokemondb.net/pokedex/all","0978","Tatsugiri
 Droopy Form","475","68","50","60","120","95","82"
"1707414551-1161","https://pokemondb.net/pokedex/all","0978","Tatsugiri
 Stretchy Form","475","68","50","60","120","95","82"
"1707414551-1162","https://pokemondb.net/pokedex/all","0979","Annihilape","535","110","115","80","50","90","90"
"1707414551-1163","https://pokemondb.net/pokedex/all","0980","Clodsire","430","130","75","60","45","100","20"
"1707414551-1164","https://pokemondb.net/pokedex/all","0981","Farigiraf","520","120","90","70","110","70","60"
"1707414551-1165","https://pokemondb.net/pokedex/all","0982","Dudunsparce
 Two-Segment Form","520","125","100","80","85","75","55"
"1707414551-1166","https://pokemondb.net/pokedex/all","0982","Dudunsparce
 Three-Segment Form","520","125","100","80","85","75","55"
"1707414551-1167","https://pokemondb.net/pokedex/all","0983","Kingambit","550","100","135","120","60","85","50"
"1707414551-1168","https://pokemondb.net/pokedex/all","0984","Great Tusk","570","115","131","131","53","53","87"
"1707414551-1169","https://pokemondb.net/pokedex/all","0985","Scream Tail","570","115","65","99","65","115","111"
"1707414551-1170","https://pokemondb.net/pokedex/all","0986","Brute Bonnet","570","111","127","99","79","99","55"
"1707414551-1171","https://pokemondb.net/pokedex/all","0987","Flutter Mane","570","55","55","55","135","135","135"
"1707414551-1172","https://pokemondb.net/pokedex/all","0988","Slither Wing","570","85","135","79","85","105","81"
"1707414551-1173","https://pokemondb.net/pokedex/all","0989","Sandy Shocks","570","85","81","97","121","85","101"
"1707414551-1174","https://pokemondb.net/pokedex/all","0990","Iron Treads","570","90","112","120","72","70","106"
"1707414551-1175","https://pokemondb.net/pokedex/all","0991","Iron Bundle","570","56","80","114","124","60","136"
"1707414551-1176","https://pokemondb.net/pokedex/all","0992","Iron Hands","570","154","140","108","50","68","50"
"1707414551-1177","https://pokemondb.net/pokedex/all","0993","Iron Jugulis","570","94","80","86","122","80","108"
"1707414551-1178","https://pokemondb.net/pokedex/all","0994","Iron Moth","570","80","70","60","140","110","110"
"1707414551-1179","https://pokemondb.net/pokedex/all","0995","Iron Thorns","570","100","134","110","70","84","72"
"1707414551-1180","https://pokemondb.net/pokedex/all","0996","Frigibax","320","65","75","45","35","45","55"
"1707414551-1181","https://pokemondb.net/pokedex/all","0997","Arctibax","423","90","95","66","45","65","62"
"1707414551-1182","https://pokemondb.net/pokedex/all","0998","Baxcalibur","600","115","145","92","75","86","87"
"1707414551-1183","https://pokemondb.net/pokedex/all","0999","Gimmighoul
 Chest Form","300","45","30","70","75","70","10"
"1707414551-1184","https://pokemondb.net/pokedex/all","0999","Gimmighoul
 Roaming Form","300","45","30","25","75","45","80"
"1707414551-1185","https://pokemondb.net/pokedex/all","1000","Gholdengo","550","87","60","95","133","91","84"
"1707414551-1186","https://pokemondb.net/pokedex/all","1001","Wo-Chien","570","85","85","100","95","135","70"
"1707414551-1187","https://pokemondb.net/pokedex/all","1002","Chien-Pao","570","80","120","80","90","65","135"
"1707414551-1188","https://pokemondb.net/pokedex/all","1003","Ting-Lu","570","155","110","125","55","80","45"
"1707414551-1189","https://pokemondb.net/pokedex/all","1004","Chi-Yu","570","55","80","80","135","120","100"
"1707414551-1190","https://pokemondb.net/pokedex/all","1005","Roaring Moon","590","105","139","71","55","101","119"
"1707414551-1191","https://pokemondb.net/pokedex/all","1006","Iron Valiant","590","74","130","90","120","60","116"
"1707414551-1192","https://pokemondb.net/pokedex/all","1007","Koraidon","670","100","135","115","85","100","135"
"1707414551-1193","https://pokemondb.net/pokedex/all","1008","Miraidon","670","100","85","100","135","115","135"
"1707414551-1194","https://pokemondb.net/pokedex/all","1009","Walking Wake","590","99","83","91","125","83","109"
"1707414551-1195","https://pokemondb.net/pokedex/all","1010","Iron Leaves","590","90","130","88","70","108","104"
"1707414551-1196","https://pokemondb.net/pokedex/all","1011","Dipplin","485","80","80","110","95","80","40"
"1707414551-1197","https://pokemondb.net/pokedex/all","1012","Poltchageist","308","40","45","45","74","54","50"
"1707414551-1198","https://pokemondb.net/pokedex/all","1013","Sinistcha","508","71","60","106","121","80","70"
"1707414551-1199","https://pokemondb.net/pokedex/all","1014","Okidogi","555","88","128","115","58","86","80"
"1707414551-1200","https://pokemondb.net/pokedex/all","1015","Munkidori","555","88","75","66","130","90","106"
"1707414551-1201","https://pokemondb.net/pokedex/all","1016","Fezandipiti","555","88","91","82","70","125","99"
"1707414551-1202","https://pokemondb.net/pokedex/all","1017","Ogerpon
 Teal Mask","550","80","120","84","60","96","110"
"1707414551-1203","https://pokemondb.net/pokedex/all","1017","Ogerpon
 Wellspring Mask","550","80","120","84","60","96","110"
"1707414551-1204","https://pokemondb.net/pokedex/all","1017","Ogerpon
 Hearthflame Mask","550","80","120","84","60","96","110"
"1707414551-1205","https://pokemondb.net/pokedex/all","1017","Ogerpon
 Cornerstone Mask","550","80","120","84","60","96","110"
"1707414551-1206","https://pokemondb.net/pokedex/all","1018","Archaludon","600","90","105","130","125","65","85"
"1707414551-1207","https://pokemondb.net/pokedex/all","1019","Hydrapple","540","106","80","110","120","80","44"
"1707414551-1208","https://pokemondb.net/pokedex/all","1020","Gouging Fire","590","105","115","121","65","93","91"
"1707414551-1209","https://pokemondb.net/pokedex/all","1021","Raging Bolt","590","125","73","91","137","89","75"
"1707414551-1210","https://pokemondb.net/pokedex/all","1022","Iron Boulder","590","90","120","80","68","108","124"
"1707414551-1211","https://pokemondb.net/pokedex/all","1023","Iron Crown","590","90","72","100","122","108","98"
"1707414551-1212","https://pokemondb.net/pokedex/all","1024","Terapagos
 Normal Form","450","90","65","85","65","85","60"
"1707414551-1213","https://pokemondb.net/pokedex/all","1024","Terapagos
 Terastal Form","600","95","95","110","105","110","85"
"1707414551-1214","https://pokemondb.net/pokedex/all","1024","Terapagos
 Stellar Form","700","160","105","110","130","110","85"
"1707414551-1215","https://pokemondb.net/pokedex/all","1025","Pecharunt","600","88","88","160","88","88","88"
