"Pokemon","Move","Type","Power","Acc","Lvl","HM","TM","Method"
"Pidgeotto","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Pidgeotto","Sky Attack","Flying","140","90",NA,NA,43,"Technical Machine"
"Pidgeotto","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Pidgeotto","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Pidgeot","Gust","Normal","40","100",1,NA,NA,"Level up"
"Pidgeot","Quick Attack","Normal","40","100",1,NA,NA,"Level up"
"Pidgeot","Sand-Attack","Normal","—","100",1,NA,NA,"Level up"
"Pidgeot","Sand-Attack","Normal","—","100",5,NA,NA,"Level up"
"Pidgeot","Quick Attack","Normal","40","100",12,NA,NA,"Level up"
"Pidgeot","Whirlwind","Normal","—","85",21,NA,NA,"Level up"
"Pidgeot","Wing Attack","Flying","35","100",31,NA,NA,"Level up"
"Pidgeot","Agility","Psychic","—","—",44,NA,NA,"Level up"
"Pidgeot","Mirror Move","Flying","—","—",54,NA,NA,"Level up"
"Pidgeot","Fly","Flying","70","95",NA,2,NA,"Hidden Machine"
"Pidgeot","Razor Wind","Normal","80","75",NA,NA,2,"Technical Machine"
"Pidgeot","Whirlwind","Normal","—","85",NA,NA,4,"Technical Machine"
"Pidgeot","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Pidgeot","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Pidgeot","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Pidgeot","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Pidgeot","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Pidgeot","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Pidgeot","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Pidgeot","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Pidgeot","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Pidgeot","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Pidgeot","Sky Attack","Flying","140","90",NA,NA,43,"Technical Machine"
"Pidgeot","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Pidgeot","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Rattata","Tackle","Normal","35","95",1,NA,NA,"Level up"
"Rattata","Tail Whip","Normal","—","100",1,NA,NA,"Level up"
"Rattata","Quick Attack","Normal","40","100",7,NA,NA,"Level up"
"Rattata","Hyper Fang","Normal","80","90",14,NA,NA,"Level up"
"Rattata","Focus Energy","Normal","—","—",23,NA,NA,"Level up"
"Rattata","Super Fang","Normal","—","90",34,NA,NA,"Level up"
"Rattata","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Rattata","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Rattata","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Rattata","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Rattata","BubbleBeam","Water","65","100",NA,NA,11,"Technical Machine"
"Rattata","Water Gun","Water","40","100",NA,NA,12,"Technical Machine"
"Rattata","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Rattata","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Rattata","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Rattata","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Rattata","Dig","Ground","100","100",NA,NA,28,"Technical Machine"
"Rattata","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Rattata","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Rattata","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Rattata","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Rattata","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Rattata","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Rattata","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Raticate","Quick Attack","Normal","40","100",1,NA,NA,"Level up"
"Raticate","Tackle","Normal","35","95",1,NA,NA,"Level up"
"Raticate","Tail Whip","Normal","—","100",1,NA,NA,"Level up"
"Raticate","Quick Attack","Normal","40","100",7,NA,NA,"Level up"
"Raticate","Hyper Fang","Normal","80","90",14,NA,NA,"Level up"
"Raticate","Focus Energy","Normal","—","—",27,NA,NA,"Level up"
"Raticate","Super Fang","Normal","—","90",41,NA,NA,"Level up"
"Raticate","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Raticate","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Raticate","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Raticate","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Raticate","BubbleBeam","Water","65","100",NA,NA,11,"Technical Machine"
"Raticate","Water Gun","Water","40","100",NA,NA,12,"Technical Machine"
"Raticate","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Raticate","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Raticate","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Raticate","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Raticate","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Raticate","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Raticate","Dig","Ground","100","100",NA,NA,28,"Technical Machine"
"Raticate","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Raticate","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Raticate","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Raticate","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Raticate","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Raticate","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Raticate","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Spearow","Growl","Normal","—","100",1,NA,NA,"Level up"
"Spearow","Peck","Flying","35","100",1,NA,NA,"Level up"
"Spearow","Leer","Normal","—","100",9,NA,NA,"Level up"
"Spearow","Fury Attack","Normal","15","85",15,NA,NA,"Level up"
"Spearow","Mirror Move","Flying","—","—",22,NA,NA,"Level up"
"Spearow","Drill Peck","Flying","80","100",29,NA,NA,"Level up"
"Spearow","Agility","Psychic","—","—",36,NA,NA,"Level up"
"Spearow","Fly","Flying","70","95",NA,2,NA,"Hidden Machine"
"Spearow","Razor Wind","Normal","80","75",NA,NA,2,"Technical Machine"
"Spearow","Whirlwind","Normal","—","85",NA,NA,4,"Technical Machine"
"Spearow","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Spearow","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Spearow","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Spearow","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Spearow","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Spearow","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Spearow","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Spearow","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Spearow","Sky Attack","Flying","140","90",NA,NA,43,"Technical Machine"
"Spearow","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Spearow","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Fearow","Growl","Normal","—","100",1,NA,NA,"Level up"
"Fearow","Leer","Normal","—","100",1,NA,NA,"Level up"
"Fearow","Peck","Flying","35","100",1,NA,NA,"Level up"
"Fearow","Leer","Normal","—","100",9,NA,NA,"Level up"
"Fearow","Fury Attack","Normal","15","85",15,NA,NA,"Level up"
"Fearow","Mirror Move","Flying","—","—",25,NA,NA,"Level up"
"Fearow","Drill Peck","Flying","80","100",34,NA,NA,"Level up"
"Fearow","Agility","Psychic","—","—",43,NA,NA,"Level up"
"Fearow","Fly","Flying","70","95",NA,2,NA,"Hidden Machine"
"Fearow","Razor Wind","Normal","80","75",NA,NA,2,"Technical Machine"
"Fearow","Whirlwind","Normal","—","85",NA,NA,4,"Technical Machine"
"Fearow","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Fearow","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Fearow","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Fearow","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Fearow","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Fearow","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Fearow","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Fearow","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Fearow","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Fearow","Sky Attack","Flying","140","90",NA,NA,43,"Technical Machine"
"Fearow","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Fearow","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Ekans","Leer","Normal","—","100",1,NA,NA,"Level up"
"Ekans","Wrap","Normal","15","85",1,NA,NA,"Level up"
"Ekans","Poison Sting","Poison","15","100",10,NA,NA,"Level up"
"Ekans","Bite","Normal","60","100",17,NA,NA,"Level up"
"Ekans","Glare","Normal","—","75",24,NA,NA,"Level up"
"Ekans","Screech","Normal","—","85",31,NA,NA,"Level up"
"Ekans","Acid","Poison","40","100",38,NA,NA,"Level up"
"Ekans","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Ekans","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Ekans","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Ekans","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Ekans","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Ekans","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Ekans","Mega Drain","Grass","40","100",NA,NA,21,"Technical Machine"
"Ekans","Earthquake","Ground","100","100",NA,NA,26,"Technical Machine"
"Ekans","Fissure","Ground","—","30",NA,NA,27,"Technical Machine"
"Ekans","Dig","Ground","100","100",NA,NA,28,"Technical Machine"
"Ekans","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Ekans","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Ekans","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Ekans","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Ekans","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Ekans","Rock Slide","Rock","75","90",NA,NA,48,"Technical Machine"
"Ekans","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Arbok","Leer","Normal","—","100",1,NA,NA,"Level up"
"Arbok","Poison Sting","Poison","15","100",1,NA,NA,"Level up"
"Arbok","Wrap","Normal","15","85",1,NA,NA,"Level up"
"Arbok","Poison Sting","Poison","15","100",10,NA,NA,"Level up"
"Arbok","Bite","Normal","60","100",17,NA,NA,"Level up"
"Arbok","Glare","Normal","—","75",27,NA,NA,"Level up"
"Arbok","Screech","Normal","—","85",36,NA,NA,"Level up"
"Arbok","Acid","Poison","40","100",47,NA,NA,"Level up"
"Arbok","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Arbok","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Arbok","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Arbok","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Arbok","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Arbok","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Arbok","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Arbok","Mega Drain","Grass","40","100",NA,NA,21,"Technical Machine"
"Arbok","Earthquake","Ground","100","100",NA,NA,26,"Technical Machine"
"Arbok","Fissure","Ground","—","30",NA,NA,27,"Technical Machine"
"Arbok","Dig","Ground","100","100",NA,NA,28,"Technical Machine"
"Arbok","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Arbok","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Arbok","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Arbok","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Arbok","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Arbok","Rock Slide","Rock","75","90",NA,NA,48,"Technical Machine"
"Arbok","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Pikachu","Growl","Normal","—","100",1,NA,NA,"Level up"
"Pikachu","ThunderShock","Electric","40","100",1,NA,NA,"Level up"
"Pikachu","Thunder Wave","Electric","—","100",9,NA,NA,"Level up"
"Pikachu","Quick Attack","Normal","40","100",16,NA,NA,"Level up"
"Pikachu","Swift","Normal","60","∞",26,NA,NA,"Level up"
"Pikachu","Agility","Psychic","—","—",33,NA,NA,"Level up"
"Pikachu","Thunder","Electric","120","70",43,NA,NA,"Level up"
"Pikachu","Flash","Normal","—","70",NA,5,NA,"Hidden Machine"
"Pikachu","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Pikachu","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Pikachu","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Pikachu","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Pikachu","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Pikachu","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Pikachu","Pay Day","Normal","40","100",NA,NA,16,"Technical Machine"
"Pikachu","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Pikachu","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Pikachu","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Pikachu","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Pikachu","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Pikachu","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Pikachu","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Pikachu","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Pikachu","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Pikachu","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Pikachu","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Pikachu","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Pikachu","Thunder Wave","Electric","—","100",NA,NA,45,"Technical Machine"
"Pikachu","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Raichu","Growl","Normal","—","100",1,NA,NA,"Level up"
"Raichu","ThunderShock","Electric","40","100",1,NA,NA,"Level up"
"Raichu","Thunder Wave","Electric","—","100",1,NA,NA,"Level up"
"Raichu","Flash","Normal","—","70",NA,5,NA,"Hidden Machine"
"Raichu","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Raichu","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Raichu","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Raichu","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Raichu","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Raichu","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Raichu","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Raichu","Pay Day","Normal","40","100",NA,NA,16,"Technical Machine"
"Raichu","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Raichu","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Raichu","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Raichu","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Raichu","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Raichu","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Raichu","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Raichu","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Raichu","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Raichu","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Raichu","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Raichu","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Raichu","Thunder Wave","Electric","—","100",NA,NA,45,"Technical Machine"
"Raichu","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Sandshrew","Scratch","Normal","40","100",1,NA,NA,"Level up"
"Sandshrew","Sand-Attack","Normal","—","100",10,NA,NA,"Level up"
"Sandshrew","Slash","Normal","70","100",17,NA,NA,"Level up"
"Sandshrew","Poison Sting","Poison","15","100",24,NA,NA,"Level up"
"Sandshrew","Swift","Normal","60","∞",31,NA,NA,"Level up"
"Sandshrew","Fury Swipes","Normal","18","80",38,NA,NA,"Level up"
"Sandshrew","Cut","Normal","50","95",NA,1,NA,"Hidden Machine"
"Sandshrew","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Sandshrew","Swords Dance","Normal","—","—",NA,NA,3,"Technical Machine"
"Sandshrew","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Sandshrew","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Sandshrew","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Sandshrew","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Sandshrew","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Sandshrew","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Sandshrew","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Sandshrew","Earthquake","Ground","100","100",NA,NA,26,"Technical Machine"
"Sandshrew","Fissure","Ground","—","30",NA,NA,27,"Technical Machine"
"Sandshrew","Dig","Ground","100","100",NA,NA,28,"Technical Machine"
"Sandshrew","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Sandshrew","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Sandshrew","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Sandshrew","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Sandshrew","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Sandshrew","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Sandshrew","Rock Slide","Rock","75","90",NA,NA,48,"Technical Machine"
"Sandshrew","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Sandslash","Sand-Attack","Normal","—","100",1,NA,NA,"Level up"
"Sandslash","Scratch","Normal","40","100",1,NA,NA,"Level up"
"Sandslash","Sand-Attack","Normal","—","100",10,NA,NA,"Level up"
"Sandslash","Slash","Normal","70","100",17,NA,NA,"Level up"
"Sandslash","Poison Sting","Poison","15","100",27,NA,NA,"Level up"
"Sandslash","Swift","Normal","60","∞",36,NA,NA,"Level up"
"Sandslash","Fury Swipes","Normal","18","80",47,NA,NA,"Level up"
"Sandslash","Cut","Normal","50","95",NA,1,NA,"Hidden Machine"
"Sandslash","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Sandslash","Swords Dance","Normal","—","—",NA,NA,3,"Technical Machine"
"Sandslash","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Sandslash","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Sandslash","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Sandslash","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Sandslash","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Sandslash","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Sandslash","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Sandslash","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Sandslash","Earthquake","Ground","100","100",NA,NA,26,"Technical Machine"
"Sandslash","Fissure","Ground","—","30",NA,NA,27,"Technical Machine"
"Sandslash","Dig","Ground","100","100",NA,NA,28,"Technical Machine"
"Sandslash","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Sandslash","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Sandslash","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Sandslash","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Sandslash","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Sandslash","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Sandslash","Rock Slide","Rock","75","90",NA,NA,48,"Technical Machine"
